user_id,nome,nome,responsavel,documento,telefone,email,cidade,uf,regiao,culturas,cluster,area_total,tipo_solo,praga_comum,safra_principal
user_186,Granja Verde do Melo,Granja Verde do Melo,Renata Melo,333.745.631-91,(96) 95246-7937,granjaverdedomelo@agrocorp.com.br,Cidade RS,RS,Outra,Soja / Café,GOLD,2300,Terra Roxa,Percevejos / Lagarta,Out-Mar
user_187,Granja São João do Melo,Granja São João do Melo,Nicolas Melo,036.333.920-13,(62) 92082-7493,granjasãojoãodomelo@ruraltec.com.br,Cidade MG,MG,Outra,Soja,GOLD,2900,Neossolo,Nematoides / Ferrugem,Nov-Abr
user_188,Fazenda Esperança da Gomes Agro,Fazenda Esperança da Gomes Agro,Yasmin Gomes,174.878.444-74,(95) 74782-0049,fazendaesperançadagomesagro@ruraltec.com.br,Cidade PB,PB,Outra,Algodão / Cana-de-Açúcar,GOLD,2500,Latossolo Amarelo,Percevejos / Nematoides,Nov-Abr
user_189,Cooperativa Verde da Silva,Cooperativa Verde da Silva,Daniela Silva,004.816.256-94,(72) 55637-0587,cooperativaverdedasilva@ruraltec.com.br,Cidade MG,MG,Outra,Cana-de-Açúcar / Soja,SILVER,2400,Latossolo Amarelo,Ferrugem,Nov-Abr
user_19,Cooperativa Boa Vista do Almeida,Cooperativa Boa Vista do Almeida,Yasmin Almeida,471.751.484-42,(81) 26130-7819,cooperativaboavistadoalmeida@agrocorp.com.br,Cidade AC,AC,Outra,Algodão,DIAMOND,2100,Neossolo,Ferrugem / Cigarrinha,Abr-Ago
user_190,Agropecuária Horizonte da Almeida,Agropecuária Horizonte da Almeida,Carlos Almeida,889.618.133-82,(78) 63817-5455,agropecuáriahorizontedaalmeida@ruraltec.com.br,Sorriso,GO,Centro-Oeste,Café / Milho,PLATINUM,1200,Argissolo,Lagarta,Set-Fev
user_191,Agropecuária São João da Barbosa,Agropecuária São João da Barbosa,Renata Barbosa,771.438.305-59,(29) 27149-7842,agropecuáriasãojoãodabarbosa@ruraltec.com.br,Cidade MG,MG,Outra,Cana-de-Açúcar / Soja,PLATINUM,2000,Terra Roxa,Cigarrinha / Percevejos,Out-Mar
user_192,Granja Boa Vista da Ribeiro,Granja Boa Vista da Ribeiro,Clara Ribeiro,947.792.127-28,(74) 93632-0853,granjaboavistadaribeiro@fazenda.com.br,Cidade RS,RS,Outra,Café,GOLD,2200,Latossolo Vermelho,Ferrugem / Nematoides,Abr-Ago
user_193,Granja Horizonte do Cardoso,Granja Horizonte do Cardoso,Helena Cardoso,681.194.777-37,(46) 95945-3989,granjahorizontedocardoso@ruraltec.com.br,Cidade CE,CE,Outra,Café / Soja,SILVER,1200,Neossolo,Ferrugem / Nematoides,Set-Fev
user_194,Agropecuária Progresso da Lima,Agropecuária Progresso da Lima,Leonardo Lima,533.036.520-64,(40) 85012-5265,agropecuáriaprogressodalima@agrocorp.com.br,Cidade SE,SE,Outra,Café,SILVER,1400,Neossolo,Nematoides,Nov-Abr
user_195,Granja Verde do Almeida,Granja Verde do Almeida,Paulo Almeida,890.691.911-00,(61) 50199-5782,granjaverdedoalmeida@ruraltec.com.br,Lucas do Rio Verde,MT,Centro-Oeste,Café,GOLD,2600,Neossolo,Nematoides / Lagarta,Out-Mar
user_196,Granja Esperança do Gomes,Granja Esperança do Gomes,Carlos Gomes,859.726.401-49,(82) 57840-1949,granjaesperançadogomes@fazenda.com.br,Sorriso,MT,Centro-Oeste,Café,GOLD,2700,Neossolo,Lagarta / Ferrugem,Out-Mar
user_197,Fazenda Esperança do Rocha EIRELI,Fazenda Esperança do Rocha EIRELI,Leonardo Rocha,029.625.412-32,(38) 16191-9289,fazendaesperançadorocha@fazenda.com.br,Cidade TO,TO,Outra,Cana-de-Açúcar,DIAMOND,1200,Terra Roxa,Lagarta / Nematoides,Nov-Abr
user_198,Agropecuária Ouro do Almeida,Agropecuária Ouro do Almeida,Olivia Almeida,814.257.515-57,(79) 53861-6221,agropecuáriaourodoalmeida@agrocorp.com.br,Cidade ES,ES,Outra,Milho,DIAMOND,1800,Terra Roxa,Cigarrinha / Ferrugem,Out-Mar
user_199,Agropecuária Horizonte da Pereira,Agropecuária Horizonte da Pereira,Júlia Pereira,567.476.958-64,(36) 64625-7899,agropecuáriahorizontedapereira@ruraltec.com.br,Cidade AP,AP,Outra,Trigo / Soja,GOLD,1400,Latossolo Amarelo,Nematoides / Cigarrinha,Set-Fev
user_2,Granja Ouro da Melo,Granja Ouro da Melo,Mariana Melo,930.473.374-15,(95) 57390-6583,granjaourodamelo@fazenda.com.br,Cidade RN,RN,Nordeste,Café / Cana-de-Açúcar,PLATINUM,1000,Terra Roxa,Lagarta,Out-Mar
user_20,Fazenda Esperança da Costa,Fazenda Esperança da Costa,Samuel Costa,146.659.424-61,(34) 63754-7904,fazendaesperançadacosta@agrocorp.com.br,Cidade RS,RS,Outra,Algodão / Soja,SILVER,1100,Latossolo Vermelho,Nematoides,Set-Fev
user_200,Fazenda São João do Martins,Fazenda São João do Martins,Olivia Martins,530.327.345-34,(58) 79431-4514,fazendasãojoãodomartins@fazenda.com.br,Cidade PE,PE,Nordeste,Café / Soja,DIAMOND,3000,Neossolo,Lagarta / Nematoides,Out-Mar
user_201,Sítio Boa Vista do Silva Comércio,Sítio Boa Vista do Silva Comércio,Renata Silva,782.335.837-83,(59) 17862-2654,sítioboavistadosilvacomércio@ruraltec.com.br,Cidade PA,PA,Norte,Cana-de-Açúcar / Soja,SILVER,1400,Terra Roxa,Cigarrinha / Nematoides,Set-Fev
user_202,Fazenda Lider do Lima,Fazenda Lider do Lima,Igor Lima,748.991.997-43,(81) 21577-8216,fazendaliderdolima@ruraltec.com.br,Cidade RJ,RJ,Outra,Cana-de-Açúcar,DIAMOND,2200,Latossolo Amarelo,Cigarrinha,Nov-Abr
user_203,Sítio Boa Vista da Silva,Sítio Boa Vista da Silva,Leonardo Silva,172.292.714-56,(12) 57421-4548,sítioboavistadasilva@ruraltec.com.br,Cidade RN,RN,Nordeste,Soja / Café,GOLD,1400,Neossolo,Nematoides / Percevejos,Set-Fev
user_204,Fazenda Ouro da Almeida,Fazenda Ouro da Almeida,Vinicius Almeida,411.675.681-91,(23) 79342-1522,fazendaourodaalmeida@agrocorp.com.br,Cidade CE,CE,Outra,Café,PLATINUM,800,Neossolo,Ferrugem / Percevejos,Set-Fev
user_205,Granja Boa Vista da Almeida,Granja Boa Vista da Almeida,Nicolas Almeida,009.338.865-15,(28) 82947-9919,granjaboavistadaalmeida@fazenda.com.br,Cidade AM,AM,Outra,Cana-de-Açúcar / Milho,PLATINUM,700,Argissolo,Percevejos,Nov-Abr
user_206,Agropecuária Boa Vista do Nascimento,Agropecuária Boa Vista do Nascimento,Helena Nascimento,601.552.174-52,(38) 16115-5904,agropecuáriaboavistadonascimento@agrocorp.com.br,Cidade DF,DF,Outra,Cana-de-Açúcar / Milho,DIAMOND,1600,Latossolo Amarelo,Ferrugem,Out-Mar
user_207,Granja Verde do Silva,Granja Verde do Silva,Júlia Silva,991.975.363-73,(15) 54643-2968,granjaverdedosilva@ruraltec.com.br,Rondonópolis,MS,Centro-Oeste,Soja,PLATINUM,900,Latossolo Amarelo,Nematoides,Set-Fev
user_208,Chácara Progresso do Oliveira,Chácara Progresso do Oliveira,Leonardo Oliveira,067.080.299-47,(89) 74916-8347,chácaraprogressodooliveira@ruraltec.com.br,Cidade RR,RR,Norte,Milho,PLATINUM,2300,Argissolo,Cigarrinha / Lagarta,Out-Mar
user_209,Chácara Verde da Melo & Filhos,Chácara Verde da Melo & Filhos,Bruno Melo,707.549.890-46,(39) 25994-7450,chácaraverdedamelofilhos@agrocorp.com.br,Campo Grande,MS,Centro-Oeste,Algodão,DIAMOND,800,Neossolo,Percevejos,Set-Fev
user_21,Granja São João do Ferreira,Granja São João do Ferreira,Mariana Ferreira,802.942.405-52,(38) 35669-2586,granjasãojoãodoferreira@fazenda.com.br,Cidade AP,AP,Outra,Soja / Café,SILVER,2300,Latossolo Amarelo,Percevejos / Cigarrinha,Abr-Ago
user_210,Fazenda Esperança do Pereira,Fazenda Esperança do Pereira,Nicolas Pereira,414.277.767-99,(31) 17777-9084,fazendaesperançadopereira@agrocorp.com.br,Cidade MG,MG,Outra,Trigo,PLATINUM,1700,Terra Roxa,Lagarta / Percevejos,Out-Mar
user_211,Cooperativa São João da Melo,Cooperativa São João da Melo,Daniela Melo,293.760.382-61,(18) 62268-0043,cooperativasãojoãodamelo@agrocorp.com.br,Cidade PA,PA,Norte,Trigo / Milho,GOLD,1600,Neossolo,Percevejos,Set-Fev
user_212,Sítio São João da Ribeiro,Sítio São João da Ribeiro,Olivia Ribeiro,031.114.312-50,(72) 39768-0845,sítiosãojoãodaribeiro@agrocorp.com.br,Cidade PA,PA,Norte,Milho / Algodão,SILVER,2400,Argissolo,Nematoides,Out-Mar
user_213,Sítio Horizonte da Pereira,Sítio Horizonte da Pereira,Leonardo Pereira,297.528.945-52,(43) 53950-4841,sítiohorizontedapereira@fazenda.com.br,Cidade RO,RO,Outra,Algodão,DIAMOND,2800,Neossolo,Nematoides,Nov-Abr
user_214,Agropecuária Esperança do Rocha,Agropecuária Esperança do Rocha,Clara Rocha,778.177.107-29,(91) 80153-7678,agropecuáriaesperançadorocha@ruraltec.com.br,Goiânia,MS,Centro-Oeste,Café / Milho,GOLD,1200,Argissolo,Percevejos / Lagarta,Abr-Ago
user_215,Agropecuária Lider da Cardoso Comércio,Agropecuária Lider da Cardoso Comércio,Tatiana Cardoso,984.560.609-10,(45) 15679-6128,agropecuárialiderdacardosocomércio@ruraltec.com.br,Sorriso,MS,Centro-Oeste,Soja / Milho,DIAMOND,2800,Latossolo Vermelho,Lagarta / Ferrugem,Set-Fev
user_216,Fazenda Ouro do Ribeiro,Fazenda Ouro do Ribeiro,Karen Ribeiro,992.909.781-76,(94) 52254-9979,fazendaourodoribeiro@fazenda.com.br,Cidade RJ,RJ,Outra,Soja / Algodão,DIAMOND,3700,Terra Roxa,Lagarta,Out-Mar
user_217,Granja Horizonte do Nascimento,Granja Horizonte do Nascimento,Renata Nascimento,021.595.024-80,(39) 73714-1466,granjahorizontedonascimento@ruraltec.com.br,Cidade DF,DF,Outra,Cana-de-Açúcar / Soja,SILVER,1800,Latossolo Vermelho,Ferrugem / Lagarta,Nov-Abr
user_218,Cooperativa Verde da Oliveira,Cooperativa Verde da Oliveira,Helena Oliveira,752.766.453-06,(78) 50745-9491,cooperativaverdedaoliveira@ruraltec.com.br,Cidade SC,SC,Outra,Trigo,GOLD,2500,Latossolo Amarelo,Ferrugem,Nov-Abr
user_219,Cooperativa Progresso da Lima,Cooperativa Progresso da Lima,Carlos Lima,513.863.516-45,(24) 96917-6750,cooperativaprogressodalima@agrocorp.com.br,Cidade PI,PI,Nordeste,Cana-de-Açúcar,SILVER,2400,Latossolo Vermelho,Percevejos / Cigarrinha,Abr-Ago
user_22,Sítio Lider da Costa,Sítio Lider da Costa,Mariana Costa,125.483.851-34,(52) 59897-1516,sítioliderdacosta@agrocorp.com.br,Cidade RO,RO,Outra,Soja,GOLD,900,Terra Roxa,Percevejos / Nematoides,Out-Mar
user_220,Fazenda Lider da Oliveira,Fazenda Lider da Oliveira,Carlos Oliveira,648.149.322-07,(14) 75918-6354,fazendaliderdaoliveira@agrocorp.com.br,Cidade PI,PI,Nordeste,Soja / Milho,PLATINUM,1200,Neossolo,Lagarta / Percevejos,Set-Fev
user_221,Agropecuária Esperança da Rocha,Agropecuária Esperança da Rocha,Leonardo Rocha,811.536.247-90,(21) 62740-8093,agropecuáriaesperançadarocha@agrocorp.com.br,Sorriso,MT,Centro-Oeste,Milho / Soja,SILVER,2100,Terra Roxa,Percevejos / Lagarta,Abr-Ago
user_222,Sítio Boa Vista da Barbosa LTDA,Sítio Boa Vista da Barbosa LTDA,Olivia Barbosa,671.279.280-66,(65) 10263-8798,sítioboavistadabarbosa@ruraltec.com.br,Cidade RR,RR,Norte,Trigo,PLATINUM,1500,Argissolo,Lagarta / Cigarrinha,Out-Mar
user_223,Granja Horizonte do Ribeiro,Granja Horizonte do Ribeiro,Leonardo Ribeiro,501.559.636-97,(46) 19325-2071,granjahorizontedoribeiro@fazenda.com.br,Cidade SC,SC,Outra,Algodão,DIAMOND,3200,Latossolo Vermelho,Lagarta,Nov-Abr
user_224,Chácara Verde do Rocha,Chácara Verde do Rocha,Eduardo Rocha,158.406.407-93,(76) 87641-8207,chácaraverdedorocha@fazenda.com.br,Cidade RJ,RJ,Outra,Cana-de-Açúcar / Soja,PLATINUM,1000,Argissolo,Percevejos / Lagarta,Out-Mar
user_225,Fazenda Ouro do Melo Comércio,Fazenda Ouro do Melo Comércio,Karen Melo,314.581.584-24,(24) 93895-9946,fazendaourodomelocomércio@agrocorp.com.br,Cidade SE,SE,Outra,Trigo / Café,PLATINUM,600,Terra Roxa,Cigarrinha / Lagarta,Nov-Abr
user_226,Granja Horizonte da Nascimento,Granja Horizonte da Nascimento,Ana Nascimento,736.176.328-83,(79) 59561-4816,granjahorizontedanascimento@agrocorp.com.br,Cidade RO,RO,Outra,Cana-de-Açúcar,SILVER,1600,Argissolo,Lagarta / Nematoides,Set-Fev
user_227,Agropecuária Verde do Lima,Agropecuária Verde do Lima,Júlia Lima,619.633.265-49,(98) 60919-4355,agropecuáriaverdedolima@fazenda.com.br,Cidade AL,AL,Outra,Soja,SILVER,2100,Latossolo Vermelho,Cigarrinha / Nematoides,Nov-Abr
user_228,Fazenda Boa Vista da Lima Comércio,Fazenda Boa Vista da Lima Comércio,Bruno Lima,131.258.748-14,(67) 62794-8581,fazendaboavistadalimacomércio@fazenda.com.br,Cidade RR,RR,Norte,Soja / Café,DIAMOND,3400,Latossolo Vermelho,Lagarta / Ferrugem,Set-Fev
user_229,Chácara Ouro da Ribeiro,Chácara Ouro da Ribeiro,Rafael Ribeiro,761.858.557-10,(91) 35741-2673,chácaraourodaribeiro@agrocorp.com.br,Cidade RO,RO,Outra,Cana-de-Açúcar,DIAMOND,3300,Latossolo Vermelho,Nematoides / Cigarrinha,Out-Mar
user_23,Agropecuária São João da Oliveira,Agropecuária São João da Oliveira,Gabriel Oliveira,470.029.135-66,(39) 65249-3464,agropecuáriasãojoãodaoliveira@fazenda.com.br,Cidade RS,RS,Outra,Trigo,GOLD,1000,Terra Roxa,Cigarrinha,Nov-Abr
user_230,Chácara Ouro da Costa,Chácara Ouro da Costa,Bruno Costa,375.352.624-75,(19) 37754-7373,chácaraourodacosta@agrocorp.com.br,Cidade ES,ES,Outra,Trigo,GOLD,1300,Latossolo Amarelo,Ferrugem / Lagarta,Set-Fev
user_231,Agropecuária Boa Vista do Silva,Agropecuária Boa Vista do Silva,Olivia Silva,353.343.318-29,(72) 28298-2276,agropecuáriaboavistadosilva@agrocorp.com.br,Cidade PB,PB,Outra,Café / Milho,DIAMOND,3200,Terra Roxa,Nematoides / Cigarrinha,Abr-Ago
user_232,Agropecuária Esperança do Melo Comércio,Agropecuária Esperança do Melo Comércio,Júlia Melo,512.560.739-89,(40) 67768-0408,agropecuáriaesperançadomelocomércio@agrocorp.com.br,Cidade SE,SE,Outra,Milho,SILVER,2400,Argissolo,Nematoides / Percevejos,Out-Mar
user_233,Granja Boa Vista da Martins,Granja Boa Vista da Martins,Gabriel Martins,593.712.000-32,(45) 67341-2387,granjaboavistadamartins@agrocorp.com.br,Cidade PI,PI,Nordeste,Milho / Café,PLATINUM,1700,Latossolo Amarelo,Cigarrinha / Ferrugem,Set-Fev
user_234,Fazenda Esperança do Martins,Fazenda Esperança do Martins,Ana Martins,198.865.542-12,(67) 44230-4028,fazendaesperançadomartins@fazenda.com.br,Cidade SP,SP,Sudeste,Algodão,GOLD,1700,Terra Roxa,Nematoides,Abr-Ago
user_235,Agropecuária Horizonte do Oliveira Agro,Agropecuária Horizonte do Oliveira Agro,Eduardo Oliveira,258.802.025-63,(32) 76833-7618,agropecuáriahorizontedooliveiraagro@agrocorp.com.br,Cidade SP,SP,Sudeste,Algodão,GOLD,1200,Argissolo,Nematoides / Ferrugem,Out-Mar
user_236,Chácara Boa Vista da Martins,Chácara Boa Vista da Martins,Leonardo Martins,696.216.290-38,(91) 88344-1499,chácaraboavistadamartins@fazenda.com.br,Cidade PR,PR,Sul,Algodão,GOLD,900,Neossolo,Percevejos,Nov-Abr
user_237,Agropecuária Lider do Pereira,Agropecuária Lider do Pereira,Daniela Pereira,618.374.670-16,(75) 61786-9153,agropecuárialiderdopereira@fazenda.com.br,Cidade RJ,RJ,Outra,Trigo / Cana-de-Açúcar,GOLD,2000,Argissolo,Ferrugem,Set-Fev
user_238,Agropecuária Ouro da Souza,Agropecuária Ouro da Souza,Leonardo Souza,324.691.440-49,(31) 41315-5277,agropecuáriaourodasouza@agrocorp.com.br,Cidade MA,MA,Outra,Café,SILVER,600,Terra Roxa,Cigarrinha,Nov-Abr
user_239,Sítio Verde do Gomes,Sítio Verde do Gomes,Nicolas Gomes,791.922.348-52,(70) 79672-7362,sítioverdedogomes@fazenda.com.br,Cidade RJ,RJ,Outra,Café,DIAMOND,1800,Neossolo,Lagarta / Nematoides,Set-Fev
user_24,Fazenda Boa Vista da Melo Comércio,Fazenda Boa Vista da Melo Comércio,Paulo Melo,598.143.641-54,(88) 90780-6811,fazendaboavistadamelocomércio@agrocorp.com.br,Cidade PB,PB,Outra,Café / Milho,SILVER,1400,Latossolo Amarelo,Nematoides / Cigarrinha,Out-Mar
user_240,Agropecuária Progresso do Oliveira,Agropecuária Progresso do Oliveira,Olivia Oliveira,499.490.523-35,(93) 18792-8666,agropecuáriaprogressodooliveira@ruraltec.com.br,Cidade RO,RO,Outra,Café,GOLD,1400,Latossolo Vermelho,Nematoides / Percevejos,Set-Fev
user_241,Chácara Ouro da Cardoso,Chácara Ouro da Cardoso,Nicolas Cardoso,067.368.710-49,(27) 80267-2172,chácaraourodacardoso@fazenda.com.br,Cidade RS,RS,Outra,Café / Cana-de-Açúcar,SILVER,2200,Latossolo Vermelho,Ferrugem / Cigarrinha,Set-Fev
user_242,Agropecuária Boa Vista da Martins,Agropecuária Boa Vista da Martins,Carlos Martins,964.301.459-33,(69) 16060-4955,agropecuáriaboavistadamartins@fazenda.com.br,Cidade SE,SE,Outra,Algodão / Cana-de-Açúcar,PLATINUM,700,Neossolo,Cigarrinha / Percevejos,Out-Mar
user_243,Fazenda Horizonte do Costa,Fazenda Horizonte do Costa,Vinicius Costa,116.122.197-74,(41) 53554-5760,fazendahorizontedocosta@agrocorp.com.br,Cidade SC,SC,Outra,Cana-de-Açúcar / Milho,GOLD,2200,Neossolo,Nematoides / Ferrugem,Out-Mar
user_244,Agropecuária Verde da Rocha,Agropecuária Verde da Rocha,Bruno Rocha,150.390.295-51,(80) 21927-2281,agropecuáriaverdedarocha@fazenda.com.br,Cidade AP,AP,Outra,Trigo / Milho,GOLD,1600,Neossolo,Nematoides,Nov-Abr
user_245,Fazenda São João da Martins,Fazenda São João da Martins,Eduardo Martins,700.822.864-03,(96) 54819-9142,fazendasãojoãodamartins@agrocorp.com.br,Cidade TO,TO,Outra,Cana-de-Açúcar / Café,DIAMOND,2100,Latossolo Vermelho,Percevejos,Nov-Abr
user_246,Agropecuária Esperança do Gomes,Agropecuária Esperança do Gomes,Karen Gomes,471.334.482-50,(19) 75214-4258,agropecuáriaesperançadogomes@fazenda.com.br,Cidade TO,TO,Outra,Algodão / Café,SILVER,2000,Terra Roxa,Percevejos / Lagarta,Abr-Ago
user_247,Fazenda Boa Vista do Lima,Fazenda Boa Vista do Lima,Leonardo Lima,334.715.704-22,(80) 83845-2684,fazendaboavistadolima@fazenda.com.br,Cidade SE,SE,Outra,Algodão,DIAMOND,1800,Neossolo,Ferrugem,Nov-Abr
user_248,Agropecuária Boa Vista do Oliveira,Agropecuária Boa Vista do Oliveira,Yasmin Oliveira,210.848.516-43,(62) 92360-8787,agropecuáriaboavistadooliveira@ruraltec.com.br,Cidade AL,AL,Outra,Cana-de-Açúcar,PLATINUM,600,Latossolo Vermelho,Nematoides / Ferrugem,Out-Mar
user_249,Agropecuária Verde do Martins,Agropecuária Verde do Martins,Carlos Martins,309.443.465-83,(76) 75015-0417,agropecuáriaverdedomartins@agrocorp.com.br,Cidade BA,BA,Nordeste,Algodão,PLATINUM,2000,Terra Roxa,Nematoides / Ferrugem,Nov-Abr
user_25,Sítio São João da Nascimento,Sítio São João da Nascimento,Fernanda Nascimento,698.545.417-50,(32) 27353-3518,sítiosãojoãodanascimento@fazenda.com.br,Goiânia,GO,Centro-Oeste,Trigo / Algodão,GOLD,1100,Latossolo Vermelho,Percevejos / Cigarrinha,Set-Fev
user_250,Agropecuária Verde do Lima,Agropecuária Verde do Lima,Ana Lima,514.079.728-04,(44) 29002-8220,agropecuáriaverdedolima@fazenda.com.br,Cidade MG,MG,Outra,Algodão / Soja,GOLD,1900,Latossolo Amarelo,Lagarta,Nov-Abr
user_251,Sítio Progresso do Lima Rural,Sítio Progresso do Lima Rural,Paulo Lima,610.000.423-68,(67) 49842-7096,sítioprogressodolimarural@ruraltec.com.br,Cidade PA,PA,Norte,Trigo / Milho,SILVER,2200,Latossolo Vermelho,Percevejos / Ferrugem,Abr-Ago
user_252,Granja Lider da Ferreira,Granja Lider da Ferreira,Yasmin Ferreira,723.021.541-46,(66) 78466-9135,granjaliderdaferreira@ruraltec.com.br,Cidade TO,TO,Outra,Cana-de-Açúcar / Algodão,PLATINUM,600,Latossolo Amarelo,Cigarrinha / Nematoides,Set-Fev
user_253,Chácara São João do Lima,Chácara São João do Lima,Vinicius Lima,825.977.244-30,(32) 28958-3653,chácarasãojoãodolima@fazenda.com.br,Cidade DF,DF,Outra,Café / Milho,DIAMOND,3100,Latossolo Amarelo,Percevejos,Out-Mar
user_254,Fazenda Horizonte do Pereira,Fazenda Horizonte do Pereira,Tatiana Pereira,850.033.141-60,(41) 91027-0023,fazendahorizontedopereira@fazenda.com.br,Cidade RN,RN,Nordeste,Milho,GOLD,2900,Latossolo Vermelho,Lagarta,Out-Mar
user_255,Chácara Horizonte do Melo EIRELI,Chácara Horizonte do Melo EIRELI,Daniela Melo,117.078.775-17,(55) 24576-3678,chácarahorizontedomelo@ruraltec.com.br,Cidade PI,PI,Nordeste,Café,SILVER,1900,Latossolo Vermelho,Cigarrinha / Percevejos,Nov-Abr
user_256,Cooperativa Horizonte da Ferreira,Cooperativa Horizonte da Ferreira,Samuel Ferreira,737.869.227-83,(69) 71734-7694,cooperativahorizontedaferreira@ruraltec.com.br,Cidade RS,RS,Outra,Cana-de-Açúcar / Soja,DIAMOND,1500,Neossolo,Nematoides,Set-Fev
user_257,Chácara São João do Souza,Chácara São João do Souza,Eduardo Souza,564.149.886-02,(55) 70470-4889,chácarasãojoãodosouza@agrocorp.com.br,Cidade ES,ES,Outra,Cana-de-Açúcar,GOLD,900,Terra Roxa,Ferrugem,Set-Fev
user_258,Cooperativa Lider da Barbosa,Cooperativa Lider da Barbosa,Leonardo Barbosa,940.270.615-59,(25) 25249-3355,cooperativaliderdabarbosa@ruraltec.com.br,Cidade AL,AL,Outra,Milho / Trigo,PLATINUM,1500,Terra Roxa,Percevejos / Ferrugem,Set-Fev
user_259,Agropecuária Boa Vista da Barbosa,Agropecuária Boa Vista da Barbosa,Karen Barbosa,926.704.807-28,(62) 86633-1882,agropecuáriaboavistadabarbosa@ruraltec.com.br,Cidade AL,AL,Outra,Soja / Cana-de-Açúcar,SILVER,2200,Argissolo,Percevejos / Cigarrinha,Nov-Abr
user_26,Sítio Lider do Oliveira,Sítio Lider do Oliveira,Carlos Oliveira,610.756.546-52,(38) 29641-2402,sítioliderdooliveira@fazenda.com.br,Cidade PR,PR,Sul,Trigo,GOLD,800,Neossolo,Cigarrinha / Ferrugem,Nov-Abr
user_260,Fazenda Progresso do Oliveira,Fazenda Progresso do Oliveira,Bruno Oliveira,193.465.056-25,(64) 74341-3076,fazendaprogressodooliveira@fazenda.com.br,Cidade PI,PI,Nordeste,Cana-de-Açúcar,SILVER,1900,Terra Roxa,Percevejos / Nematoides,Nov-Abr
user_261,Granja Boa Vista da Silva,Granja Boa Vista da Silva,Paulo Silva,142.339.307-29,(21) 55594-0277,granjaboavistadasilva@fazenda.com.br,Cidade PR,PR,Sul,Trigo,GOLD,2400,Neossolo,Ferrugem / Cigarrinha,Abr-Ago
user_262,Chácara Verde da Barbosa,Chácara Verde da Barbosa,Eduardo Barbosa,240.364.942-87,(21) 46062-8950,chácaraverdedabarbosa@ruraltec.com.br,Cidade PA,PA,Norte,Soja,GOLD,800,Argissolo,Lagarta / Ferrugem,Abr-Ago
user_263,Fazenda Ouro da Costa,Fazenda Ouro da Costa,Mariana Costa,229.122.282-68,(47) 66094-7425,fazendaourodacosta@ruraltec.com.br,Campo Grande,MS,Centro-Oeste,Trigo,GOLD,2500,Argissolo,Ferrugem,Out-Mar
user_264,Agropecuária Ouro do Barbosa LTDA,Agropecuária Ouro do Barbosa LTDA,Yasmin Barbosa,793.934.943-00,(57) 68991-3964,agropecuáriaourodobarbosa@ruraltec.com.br,Cidade TO,TO,Outra,Cana-de-Açúcar,DIAMOND,2100,Latossolo Vermelho,Nematoides,Set-Fev
user_265,Fazenda Lider do Melo,Fazenda Lider do Melo,Clara Melo,029.232.656-16,(50) 42674-2529,fazendaliderdomelo@agrocorp.com.br,Cidade SE,SE,Outra,Café / Milho,PLATINUM,1400,Argissolo,Cigarrinha,Nov-Abr
user_266,Agropecuária Progresso do Costa,Agropecuária Progresso do Costa,Tatiana Costa,166.411.058-08,(30) 12351-8067,agropecuáriaprogressodocosta@agrocorp.com.br,Cidade PA,PA,Norte,Algodão / Cana-de-Açúcar,PLATINUM,1500,Latossolo Amarelo,Lagarta,Abr-Ago
user_267,Chácara São João da Melo,Chácara São João da Melo,Gabriel Melo,251.676.691-95,(71) 91142-8830,chácarasãojoãodamelo@agrocorp.com.br,Cidade PI,PI,Nordeste,Soja,GOLD,600,Neossolo,Cigarrinha / Ferrugem,Out-Mar
user_268,Agropecuária Horizonte da Gomes,Agropecuária Horizonte da Gomes,Paulo Gomes,805.767.182-22,(14) 50209-8609,agropecuáriahorizontedagomes@ruraltec.com.br,Cidade RJ,RJ,Outra,Cana-de-Açúcar / Café,GOLD,2400,Latossolo Vermelho,Nematoides / Lagarta,Abr-Ago
user_269,Fazenda Boa Vista da Lima Comércio,Fazenda Boa Vista da Lima Comércio,Daniela Lima,366.459.722-40,(73) 74433-6114,fazendaboavistadalimacomércio@fazenda.com.br,Cidade RS,RS,Outra,Trigo,DIAMOND,1400,Argissolo,Nematoides,Nov-Abr
user_27,Cooperativa Boa Vista do Almeida,Cooperativa Boa Vista do Almeida,Nicolas Almeida,692.673.997-67,(63) 53743-7552,cooperativaboavistadoalmeida@agrocorp.com.br,Cidade SP,SP,Sudeste,Algodão / Soja,PLATINUM,900,Latossolo Amarelo,Ferrugem,Set-Fev
user_270,Fazenda Verde do Souza,Fazenda Verde do Souza,Olivia Souza,909.678.754-05,(33) 70737-8713,fazendaverdedosouza@fazenda.com.br,Cidade RR,RR,Norte,Trigo,GOLD,2100,Terra Roxa,Percevejos,Abr-Ago
user_271,Sítio Horizonte da Barbosa,Sítio Horizonte da Barbosa,Eduardo Barbosa,861.814.628-13,(62) 29184-4117,sítiohorizontedabarbosa@agrocorp.com.br,Cidade ES,ES,Outra,Soja / Cana-de-Açúcar,GOLD,1700,Latossolo Amarelo,Nematoides / Cigarrinha,Set-Fev
user_272,Cooperativa Boa Vista da Ferreira,Cooperativa Boa Vista da Ferreira,Paulo Ferreira,436.188.028-63,(40) 81635-6143,cooperativaboavistadaferreira@agrocorp.com.br,Cidade PE,PE,Nordeste,Soja / Cana-de-Açúcar,SILVER,2500,Latossolo Amarelo,Ferrugem / Nematoides,Set-Fev
